       12,       12,  4.01499211788177    , -5.42793869972229
       12,       13, -2.48902463912964    ,  2.25197458267212
       12,        6, -1.52596747875214    ,  3.17596411705017
        8,        8,  0.00000000000000    , -5.71378374099731
        8,        7, -0.00000000000000    ,  5.69535207748413
        7,        7,  0.00000000000000    , -19.5490064620972
        7,        8, -0.00000000000000    ,  5.69535207748413
        7,        4, -0.00000000000000    ,  4.79741907119751
        7,        9, -0.00000000000000    ,  9.09008312225342
        3,        3,  3.12099492549896    , -9.82238035136834
        3,        2, -1.13501918315887    ,  4.78186321258545
        3,        4, -1.98597574234009    ,  5.06881713867188
        1,        1,  6.02502918243408    , -19.4470697641373
        1,        2, -4.99913167953491    ,  15.2630863189697
        1,        5, -1.02589750289917    ,  4.23498344421387
        2,        2,  9.52132368087769    , -30.2721153460443
        2,        3, -1.13501918315887    ,  4.78186321258545
        2,        1, -4.99913167953491    ,  15.2630863189697
        2,        5, -1.70113968849182    ,  5.19392728805542
        2,        4, -1.68603312969208    ,  5.11583852767944
        5,        5,  9.56801772117615    , -34.9335040245205
        5,        1, -1.02589750289917    ,  4.23498344421387
        5,        2, -1.70113968849182    ,  5.19392728805542
        5,        4, -6.84098052978516    ,  21.5785541534424
        5,        6, -0.00000000000000    ,  3.98078036308289
        4,        4,  10.5129894018173    , -38.3623895128258
        4,        7, -0.00000000000000    ,  4.79741907119751
        4,        3, -1.98597574234009    ,  5.06881713867188
        4,        2, -1.68603312969208    ,  5.11583852767944
        4,        5, -6.84098052978516    ,  21.5785541534424
        4,        9, -0.00000000000000    ,  1.80379784107208
       13,       13,  6.72494614124298    , -10.6696932315826
       13,       12, -2.48902463912964    ,  2.25197458267212
       13,       14, -1.13699424266815    ,  2.31496357917786
       13,        6, -3.09892725944519    ,  6.10275506973267
       14,       14,  2.56099987030029    , -5.34401416778564
       14,       13, -1.13699424266815    ,  2.31496357917786
       14,        9, -1.42400562763214    ,  3.02905058860779
        9,        9,  5.32605516910553    , -24.2825064659119
        9,        7, -0.00000000000000    ,  9.09008312225342
        9,        4, -0.00000000000000    ,  1.80379784107208
        9,       14, -1.42400562763214    ,  3.02905058860779
        9,       10, -3.90204954147339    ,  10.3653936386108
       11,       11,  3.83591330051422    , -8.49701786041260
       11,       10, -1.88088464736938    ,  4.40294361114502
       11,        6, -1.95502865314484    ,  4.09407424926758
       10,       10,  5.78293418884277    , -14.7683372497559
       10,        9, -3.90204954147339    ,  10.3653936386108
       10,       11, -1.88088464736938    ,  4.40294361114502
        6,        6,  6.57992339134216    , -17.3664565086365
        6,       12, -1.52596747875214    ,  3.17596411705017
        6,        5, -0.00000000000000    ,  3.98078036308289
        6,       13, -3.09892725944519    ,  6.10275506973267
        6,       11, -1.95502865314484    ,  4.09407424926758
